,Iteration,Particle,Seed,Fitness_vals,p_best_val,g_best_val,position,velocity,g_position
33,1,9,1,"[1.23337, 0.803933, 0.61041, 0.69857, 6.63875, 1.61654, 0.843757, 0.947132, 0.814626, 1.09062, 0.800421, 1.79985, 0.936891, 44.0603, 0.150538, 0.810109, 41.083, 3.4931, 35.2896, 2.75235]",10.1745982,2.0886595,"[ 8833.33352483 15421.86458052  2801.82196762    71.19523924
   138.66965735]","[ -124.53699869 -2750.04548135   333.75122575    -7.58229462
    73.65537129]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
34,1,10,1,"[1.98216, 23.1728, 5.5981, 1.00837, 1.53945, 0.811098, 0.874901, 1.08556, 0.5596, 1.44249]",6.0756824,2.0886595,"[ 2258.35678451 13588.88958016  3537.35470077    69.49993423
   316.11411405]",[1871.0176271    12.17892136 1479.21412077   -7.05473171   70.32753441],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
35,1,11,1,"[0.7163, 1.67065, 6.5915, 0.577833, 2.26537, 0.67059, 28.5888, 1.05403, 1.0317, 4.86105]",7.514958399999999,2.0886595,"[ 2411.28902666 12398.84252402  2240.01308985    66.26951775
   354.47467129]",[1344.03812432  916.49041418  506.37021532  -42.66103594    4.59549128],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
36,1,12,1,"[1.99521, 1.23859, 1.60565, 1.7983, 7.5752, 2.08054, 1.12908, 1.33632, 1.6789, 1.92365, 1.20769, 3.47175, 5.94825, 2.52055, 1.25913, 2.08836, 1.32209, 2.8689, 1.85695, 0.18035]",5.032093099999999,2.0886595,[2458.14922791 9818.68389482 4693.34048483   71.67333147  144.69071356],[ 411.46065135 1537.56413843  221.33969619  -19.74459548  119.71398409],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
37,1,13,1,"[4.02531, 36.7501, 6.3001, 1.54428, 7.85935, 4.7241, 1.8261, 2.82926, 2.74941, 6.11075]",12.459121,2.0886595,"[ 9502.41937678 13313.26789855  3818.13463075   124.74259139
   312.54837127]","[-1215.50874153    37.37499415   243.68907046   -19.7168842
    19.27085102]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
38,1,14,1,"[4.24208, 2.39535, 4.91635, 0.96084, 3.59365, 1.2289, 5.87083, 0.92535, 1.1519, 2.86435]",7.9323531,2.0886595,"[11372.58524244  7665.92287072  4089.31932847    89.92493644
   264.97318195]","[-6695.45306332  4916.4287878   2392.93759221   -40.81419243
    66.13476346]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
39,1,15,1,"[4.01291, 9.1087, 1.63681, 1.55288, 7.7201, 3.25055, 4.6699, 1.15617, 1.10234, 1.27178]",5.7910706,2.0886595,"[ 5075.42694126 17483.68945318  4142.39457854    96.20349912
   364.34860369]","[ 1.76834300e+03 -1.06648215e+03  1.40356528e+03 -2.88777112e+01
  1.34961101e+00]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
40,1,16,1,"[3.44919, 15.534, 1.3099, 0.889068, 1.54685, 1.11621, 1.6559, 1.08455, 1.68214, 6.21565]",2.6174565000000003,2.0886595,"[11418.23684175 12650.45596527  4877.88085509    79.13970166
   286.45325753]","[-6.24788498e+03  1.77011824e+02  1.23168685e+02 -5.75013254e+00
  1.51489312e+02]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
41,1,17,1,"[7.54018, 4.0008, 3.07855, 2.83833, 7.6094, 2.40535, 3.6379, 3.48764, 0.34785, 1.12415]",6.999811999999999,2.0886595,"[15227.98353711 10095.05826323  5364.7383955    106.60863281
   358.44860854]","[-2689.74082681  1533.2344658   -459.46184025    -9.73551697
    47.60074843]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
42,1,18,1,"[0.919461, 4.98255, 1.80417, 1.11128, 1.07954, 46.4744, 1.27415, 0.633923, 1.11573, 1.41517]",5.2460045,2.0886595,"[ 3812.14464961 18923.81656986  3961.62439723    67.02444366
   240.68012115]",[1517.22519055  -65.96860428  712.06372983  -40.81451778   36.61171977],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
43,1,19,1,"[1.01464, 1.79315, 25.8401, 1.24099, 3.1841, 3.35574, 0.694153, 0.69565, 1.02215, 0.4826]",3.3657242500000004,2.0886595,"[ 5097.86969701 14817.5804971   4124.92070749    51.26882217
   338.78076787]","[ 3.57330092e+02 -3.25000991e+03  2.56523274e+02  9.81789469e-01
  3.02083111e+01]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
44,1,20,1,"[8.49724, 37.2703, 0.0978, 0.355, 5.85265, 3.83271, 0.7921, 1.63082, 1.33462, 1.3402]",3.2796325000000004,2.0886595,"[ 6458.30750062 11430.50519416  5337.90399562    82.48239729
   441.05143227]",[-74.59053482 889.343149   -91.80650093  -3.24457871 -13.21614319],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
45,1,21,1,"[3.47, 4.36985, 3.88605, 5.9714, 3.59135, 6.83145, 0.2418, 8.63455, 2.969, 1.7031]",6.541065000000001,2.0886595,[9085.40364618 6370.88626097 5544.92635201   79.60283271  475.37094323],"[-3381.79866966  6054.46140404  -102.25981671   -39.48685904
   -23.290482  ]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
46,1,22,1,"[3.76267, 6.51615, 2.26045, 0.87465, 14.9141, 1.88285, 1.91575, 3.5672, 1.50167, 36.7435]",4.999149,2.0886595,[4760.2552106  3022.00332617 5594.35179861   85.34704735  179.38074665],[1313.44504369  279.28833359  -68.62551657  -34.3347688   146.38066029],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
47,1,23,1,"[3.31884, 16.8887, 42.4194, 1.29503, 2.6304, 1.35299, 1.85434, 1.70712, 0.59445, 8.1565]",7.662702499999999,2.0886595,"[10375.17343365 14798.2738485   5570.65783657   118.76147651
   103.16982011]","[-4.73408762e+03 -2.79249921e+02 -4.44648412e+01 -2.39099935e+00
  4.10343391e+01]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
48,1,24,1,"[3.06123, 0.978327, 4.4938, 1.41148, 29.8956, 5.1577, 1.1396, 1.31802, 0.951904, 1.19549]",11.15739389,2.0886595,[3929.91225756 7175.85812384 3696.62617592   58.57388655  429.08198   ],"[ 3.53230958e+03  6.65163839e+03  2.55509374e+03 -1.60472202e+01
 -9.31994339e-01]","[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
49,1,25,1,"[1.09702, 0.1767, 0.695463, 2.21033, 1.27746, 1.0777, 0.7617, 0.2428, 4.30615, 1.00891, 0.6638, 5.60075, 1.37226, 0.5156, 0.940418, 1.31555, 3.96125, 1.94555, 6.3449, 0.448072]",4.887748,2.0886595,"[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]",[-885.46711738  578.15073733   -2.71352245   -5.88411986  114.91541296],"[ 6310.31262012 13730.01855363  5173.12835949    51.82882773
   375.07215747]"
50,2,1,1,"[1.22453, 1.44675, 2.21955, 2.5451, 1.27546, 1.09225, 25.3935, 1.52165, 7.52885, 1.40964]",5.676001300000001,1.7981191500000002,"[ 6580.60404988 16095.93840749  4325.71108872    55.81840839
   268.43636549]","[ 3.31668102e+03  6.15997610e+03  8.47438880e+02 -1.82576057e+01
 -3.15600179e+00]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
51,2,2,1,"[2.56016, 1.5505, 3.87725, 0.12385, 1.4757, 1.3944, 0.26005, 0.32615, 6.0797, 4.3653]",10.5622135,1.7981191500000002,"[ 7084.61056924 13564.97560796  5528.60270349    73.22082158
   198.01965775]",[-594.00739676 -141.9908703  2553.72486662  -51.47066593  113.2300874 ],"[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
52,2,3,1,"[0.803, 1.60175, 3.83453, 0.93465, 0.45585, 0.6005, 8.6399, 1.52155, 5.1099, 1.23385]",2.393054,1.7981191500000002,"[ 5759.60643373 13456.95622348  4889.2048899     60.58619959
   494.32441772]","[-3.79076050e+03  2.92541759e+03  8.09239968e+02 -1.98133963e+00
  1.94483536e+02]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
53,2,4,1,"[1.1496, 2.54455, 2.51581, 0.74995, 4.18606, 1.06616, 2.09545, 1.62252, 2.0555, 0.71385, 0.20755, 1.69355, 0.9516, 2.42397, 0.2131, 1.76491, 1.6765, 6.69365, 3.5365, 2.07821]",2.4011280000000004,1.7981191500000002,"[ 3078.39202017 14569.53223762  5724.03695446    53.22837733
   338.40859172]","[-6260.00849101 -4628.36355797  2123.78538772   -42.7832724
   -96.83424224]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
54,2,5,1,"[1.7592, 37.9838, 2.3439, 1.1037, 2.0951, 2.20272, 6.6463, 2.47277, 32.0389, 7.85435]",4.9462729,1.7981191500000002,"[ 6555.8754     12258.00600393  6000.            63.21107218
   342.76738928]","[-6.91059043e+03  5.94795851e+03  3.21912936e+03 -2.09073811e+00
 -5.69623367e+01]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
55,2,6,1,"[2.04147, 1.98555, 2.1738, 5.26235, 1.60362, 3.66685, 5.1527, 1.6604, 4.65525, 1.78875]",2.8897025,1.7981191500000002,"[ 5801.80739942 15050.31203615  4934.90780507    50.
   362.17151939]",[3569.21046547 3223.58686739 -456.42062022  -41.5583108     5.92164049],"[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
56,2,7,1,"[1.4064, 0.18775, 3.9623, 1.2836, 0.9511, 2.45109, 0.90525, 1.85535, 4.83815, 1.57298]",2.0886595,1.7981191500000002,"[ 8853.62189748 12710.30340725  5188.18213532    52.05922039
   370.35418831]","[ 2.54330928e+03 -1.01971515e+03  1.50537758e+01  2.30392653e-01
 -4.71796916e+00]","[ 9891.15416945 11634.59031104  5207.44093935    56.53321166
   254.50725247]"
