0.08	-0.01	0.99
-0.01	0.01	1.18
0.09	-0.01	0.99
-0.01	0.01	1.18
0.09	-0.01	0.98
-0.01	0.01	1.19
0.09	-0.02	0.98
-0.01	0.01	1.19
0.09	-0.02	0.98
-0.01	0.02	1.2
0.09	-0.02	0.97
-0.01	0.02	1.2
0.09	-0.02	0.97
-0.01	0.02	1.21
0.1	-0.02	0.96
-0.01	0.02	1.21
0.1	-0.02	0.96
-0.01	0.02	1.22
0.1	-0.02	0.96
-0.02	0.02	1.22
0.1	-0.02	0.95
-0.01	0.02	1.23
0.1	-0.02	0.95
-0.02	0.02	1.23
